Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average,RSI
2024-01-02 00:00:00-05:00,151.5399932861328,152.3800048828125,148.38999938964844,149.92999267578125,47339400,0.0,0.0,,
2024-01-03 00:00:00-05:00,149.1999969482422,151.0500030517578,148.3300018310547,148.47000122070312,49425500,0.0,0.0,,
2024-01-04 00:00:00-05:00,145.58999633789062,147.3800048828125,144.0500030517578,144.57000732421875,56039800,0.0,0.0,,
2024-01-05 00:00:00-05:00,144.69000244140625,146.58999633789062,144.52999877929688,145.24000549316406,45124800,0.0,0.0,,
2024-01-08 00:00:00-05:00,146.74000549316406,149.39999389648438,146.14999389648438,149.10000610351562,46757100,0.0,0.0,147.46200256347657,
2024-01-09 00:00:00-05:00,148.3300018310547,151.7100067138672,148.2100067138672,151.3699951171875,43812600,0.0,0.0,147.7500030517578,
2024-01-10 00:00:00-05:00,152.05999755859375,154.4199981689453,151.8800048828125,153.72999572753906,44421800,0.0,0.0,148.802001953125,
2024-01-11 00:00:00-05:00,155.0399932861328,157.1699981689453,153.1199951171875,155.17999267578125,49072700,0.0,0.0,150.9239990234375,
2024-01-12 00:00:00-05:00,155.38999938964844,156.1999969482422,154.00999450683594,154.6199951171875,40460300,0.0,0.0,152.79999694824218,
2024-01-16 00:00:00-05:00,153.52999877929688,154.99000549316406,152.14999389648438,153.16000366210938,41384600,0.0,0.0,153.61199645996095,
2024-01-17 00:00:00-05:00,151.49000549316406,152.14999389648438,149.91000366210938,151.7100067138672,34953400,0.0,0.0,153.67999877929688,
2024-01-18 00:00:00-05:00,152.77000427246094,153.77999877929688,151.82000732421875,153.5,37850200,0.0,0.0,153.63399963378907,
2024-01-19 00:00:00-05:00,153.8300018310547,155.75999450683594,152.74000549316406,155.33999633789062,51033700,0.0,0.0,153.66600036621094,
2024-01-22 00:00:00-05:00,156.88999938964844,157.0500030517578,153.89999389648438,154.77999877929688,43687500,0.0,0.0,153.6980010986328,
2024-01-23 00:00:00-05:00,154.85000610351562,156.2100067138672,153.92999267578125,156.02000427246094,37986000,0.0,0.0,154.27000122070314,65.49770541675261
2024-01-24 00:00:00-05:00,157.8000030517578,158.50999450683594,156.47999572753906,156.8699951171875,48547300,0.0,0.0,155.3019989013672,67.50056881367601
2024-01-25 00:00:00-05:00,156.9499969482422,158.50999450683594,154.5500030517578,157.75,43638600,0.0,0.0,156.1519989013672,69.47616408693503
2024-01-26 00:00:00-05:00,158.4199981689453,160.72000122070312,157.91000366210938,159.1199951171875,51047400,0.0,0.0,156.90799865722656,72.29929879912575
2024-01-29 00:00:00-05:00,159.33999633789062,161.2899932861328,158.89999389648438,161.25999450683594,45270400,0.0,0.0,158.20399780273436,76.0288804770327
2024-01-30 00:00:00-05:00,160.6999969482422,161.72999572753906,158.49000549316406,159.0,45207400,0.0,0.0,158.79999694824218,65.93287069734367
2024-01-31 00:00:00-05:00,157.0,159.00999450683594,154.80999755859375,155.1999969482422,50284400,0.0,0.0,158.46599731445312,53.15219971350944
2024-02-01 00:00:00-05:00,155.8699951171875,159.75999450683594,155.6199951171875,159.27999877929688,76542400,0.0,0.0,158.7719970703125,61.72992412374057
2024-02-02 00:00:00-05:00,169.19000244140625,172.5,167.3300018310547,171.80999755859375,117154900,0.0,0.0,161.30999755859375,76.16405448580775
2024-02-05 00:00:00-05:00,170.1999969482422,170.5500030517578,167.6999969482422,170.30999755859375,55081300,0.0,0.0,163.1199981689453,72.6323348570883
2024-02-06 00:00:00-05:00,169.38999938964844,170.7100067138672,167.64999389648438,169.14999389648438,42505500,0.0,0.0,165.14999694824218,69.93171696961555
2024-02-07 00:00:00-05:00,169.47999572753906,170.8800048828125,168.94000244140625,170.52999877929688,47174100,0.0,0.0,168.21599731445312,71.29893294413125
2024-02-08 00:00:00-05:00,169.64999389648438,171.42999267578125,168.8800048828125,169.83999633789062,42316500,0.0,0.0,170.32799682617187,69.59496659863855
2024-02-09 00:00:00-05:00,170.89999389648438,175.0,170.5800018310547,174.4499969482422,56986000,0.0,0.0,170.85599670410156,74.05612693520779
2024-02-12 00:00:00-05:00,174.8000030517578,175.38999938964844,171.5399932861328,172.33999633789062,51050400,0.0,0.0,171.26199645996093,69.06148304554424
2024-02-13 00:00:00-05:00,167.72999572753906,170.9499969482422,165.75,168.63999938964844,56345100,0.0,0.0,171.15999755859374,61.259253830933176
2024-02-14 00:00:00-05:00,169.2100067138672,171.2100067138672,168.27999877929688,170.97999572753906,42815500,0.0,0.0,171.2499969482422,64.02718759158364
